CPC Model
All Time
Campaign,Start date,End date,Campaign type,Search keyword,Keyword max CPC,Currency,Keyword ID,Keyword/Placement,Day,Day of week,Week,Search keyword max. CPM,Cost,Avg. CPC
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall leather boots,0.78,CAD,106759779,tall leather boots,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots,0.78,CAD,106902359,long boots,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots for women,0.00,CAD,3527279686,long boots for women,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.00,5.41,5.41
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots,0.78,CAD,12564166,tall boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.01,4.52,4.52
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.00,CAD,94412584,boots online,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,high boots for women,0.78,CAD,257113859,high boots for women,2019-12-05,Thursday,"Week of Dec 2, 2019",0.01,2.90,2.90
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,booties for women,0.00,CAD,295101888182,booties for women,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens ankle boots,0.00,CAD,694473903,mens ankle boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,2.57,2.57
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall leather boots,0.78,CAD,106759779,tall leather boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots,0.78,CAD,106902359,long boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,0.94,0.94
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies winter boots,0.00,CAD,445909458,ladies winter boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,8.73,4.36
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens fall boots,0.00,CAD,508711929,womens fall boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots on sale,0.78,CAD,295232613550,tall boots on sale,2019-12-05,Thursday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots for women,0.78,CAD,295990744011,tall boots for women,2019-12-05,Thursday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots sale,0.78,CAD,297595073702,winter boots sale,2019-12-05,Thursday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,waterproof winter boots,0.00,CAD,302160065025,waterproof winter boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.00,CAD,68100671,buy shoes online,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots,0.00,CAD,76102640,mens boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,1.71,1.71
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens boots,0.00,CAD,92377050,womens boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,2.97,2.97
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies boots,0.00,CAD,92377070,ladies boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots on sale,0.78,CAD,294934754826,mens boots on sale,2019-12-06,Friday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies tall boots,0.00,CAD,295552214809,ladies tall boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,2.21,2.21
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens tall black leather boots,0.00,CAD,297877482380,womens tall black leather boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall fall boots,0.00,CAD,300522300697,tall fall boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens ankle boots,0.00,CAD,694473903,mens ankle boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots sale,0.78,CAD,299213631534,mens winter boots sale,2019-12-06,Friday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall leather boots,0.78,CAD,106759779,tall leather boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots,0.78,CAD,106902359,long boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies winter boots,0.00,CAD,445909458,ladies winter boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens fall boots,0.00,CAD,508711929,womens fall boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,1.34,1.34
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots for women,0.78,CAD,295990744011,tall boots for women,2019-12-06,Friday,"Week of Dec 2, 2019",0.01,1.72,1.72
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots sale,0.78,CAD,297595073702,winter boots sale,2019-12-06,Friday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2019-12-06,Friday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,stylish winter boots,0.78,CAD,307803166015,stylish winter boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots,0.00,CAD,76102640,mens boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,4.04,1.35
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens boots,0.00,CAD,92377050,womens boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,5.46,1.36
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy boots online,0.00,CAD,281920994,buy boots online,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots on sale,0.78,CAD,294934754826,mens boots on sale,2019-12-07,Saturday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,booties for women,0.00,CAD,295101888182,booties for women,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,women footwear online,0.00,CAD,296222400189,women footwear online,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens tall black leather boots,0.00,CAD,297877482380,womens tall black leather boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots sale,0.00,CAD,298615523497,long boots sale,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,6.25,1.25
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,fashion winter boots,0.00,CAD,2434514545,fashion winter boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,short warm boots,0.78,CAD,303700475029,short warm boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots,0.78,CAD,106902359,long boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens winter boots,0.00,CAD,109762897,womens winter boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,2.16,2.16
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies winter boots,0.00,CAD,445909458,ladies winter boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens fall boots,0.00,CAD,508711929,womens fall boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,2.16,2.16
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.78,CAD,2641239074,winter ankle boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots for women,0.00,CAD,3527279686,long boots for women,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,2.20,2.20
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2019-12-07,Saturday,"Week of Dec 2, 2019",0.01,2.17,2.17
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,waterproof winter boots,0.00,CAD,302160065025,waterproof winter boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.00,CAD,68100671,buy shoes online,2019-12-08,Sunday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.00,CAD,94412584,boots online,2019-12-08,Sunday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy boots online,0.00,CAD,281920994,buy boots online,2019-12-08,Sunday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,booties for women,0.00,CAD,295101888182,booties for women,2019-12-08,Sunday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies tall boots,0.00,CAD,295552214809,ladies tall boots,2019-12-08,Sunday,"Week of Dec 2, 2019",0.00,1.36,1.36
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,women shoes online,0.00,CAD,297426961836,women shoes online,2019-12-08,Sunday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots sale,0.00,CAD,298615523497,long boots sale,2019-12-08,Sunday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall fall boots,0.00,CAD,300522300697,tall fall boots,2019-12-08,Sunday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,"mens leather boots""",0.00,CAD,831776985521,"mens leather boots""",2019-12-08,Sunday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens ankle boots,0.00,CAD,694473903,mens ankle boots,2019-12-08,Sunday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy mens winter boots,0.78,CAD,299867751060,buy mens winter boots,2019-12-08,Sunday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots fashion,0.78,CAD,301353195355,mens winter boots fashion,2019-12-08,Sunday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,short warm boots,0.78,CAD,303700475029,short warm boots,2019-12-08,Sunday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots,0.00,CAD,11380721,winter boots,2019-12-08,Sunday,"Week of Dec 2, 2019",0.00,23.67,1.18
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots,0.78,CAD,106902359,long boots,2019-12-08,Sunday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-12-08,Sunday,"Week of Dec 2, 2019",0.00,2.26,1.13
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens fall boots,0.00,CAD,508711929,womens fall boots,2019-12-08,Sunday,"Week of Dec 2, 2019",0.00,1.33,0.66
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots for women,0.78,CAD,295990744011,tall boots for women,2019-12-08,Sunday,"Week of Dec 2, 2019",0.01,2.94,0.98
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots sale,0.78,CAD,297595073702,winter boots sale,2019-12-08,Sunday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2019-12-08,Sunday,"Week of Dec 2, 2019",0.01,0.93,0.93
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,stylish winter boots,0.78,CAD,307803166015,stylish winter boots,2019-12-08,Sunday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.00,CAD,68100671,buy shoes online,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens boots,0.00,CAD,92377050,womens boots,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,6.98,1.74
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies boots,0.00,CAD,92377070,ladies boots,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,booties for women,0.00,CAD,295101888182,booties for women,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies tall boots,0.00,CAD,295552214809,ladies tall boots,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,1.63,1.63
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.00,CAD,296828120153,footwear online,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,women shoes online,0.00,CAD,297426961836,women shoes online,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,1.08,1.08
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall fall boots,0.00,CAD,300522300697,tall fall boots,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,3.65,1.22
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,"mens leather boots""",0.00,CAD,831776985521,"mens leather boots""",2019-12-09,Monday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.00,CAD,2641239074,winter ankle boots,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,warm boots for men,0.00,CAD,305013341932,warm boots for men,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots,0.00,CAD,11380721,winter boots,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,22.06,2.01
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall leather boots,0.78,CAD,106759779,tall leather boots,2019-12-09,Monday,"Week of Dec 9, 2019",0.01,6.35,2.12
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies winter boots,0.00,CAD,445909458,ladies winter boots,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,0.52,0.52
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens fall boots,0.00,CAD,508711929,womens fall boots,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.78,CAD,2641239074,winter ankle boots,2019-12-09,Monday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots for women,0.00,CAD,3527279686,long boots for women,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots on sale,0.78,CAD,295232613550,tall boots on sale,2019-12-09,Monday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,warm winter boots,0.78,CAD,295743757900,warm winter boots,2019-12-09,Monday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots sale,0.78,CAD,297595073702,winter boots sale,2019-12-09,Monday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2019-12-09,Monday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,waterproof winter boots,0.00,CAD,302160065025,waterproof winter boots,2019-12-09,Monday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies boots,0.00,CAD,92377070,ladies boots,2019-12-10,Tuesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots sale,0.00,CAD,298615523497,long boots sale,2019-12-10,Tuesday,"Week of Dec 9, 2019",0.00,4.86,2.43
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall fall boots,0.00,CAD,300522300697,tall fall boots,2019-12-10,Tuesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ankle boots canada,0.00,CAD,307047763601,ankle boots canada,2019-12-10,Tuesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots,0.00,CAD,11380721,winter boots,2019-12-10,Tuesday,"Week of Dec 9, 2019",0.00,6.59,1.65
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall leather boots,0.78,CAD,106759779,tall leather boots,2019-12-10,Tuesday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens winter boots,0.00,CAD,109762897,womens winter boots,2019-12-10,Tuesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-12-10,Tuesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens fall boots,0.00,CAD,508711929,womens fall boots,2019-12-10,Tuesday,"Week of Dec 9, 2019",0.00,2.67,1.34
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.78,CAD,2641239074,winter ankle boots,2019-12-10,Tuesday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots on sale,0.78,CAD,295232613550,tall boots on sale,2019-12-10,Tuesday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots for women,0.78,CAD,295990744011,tall boots for women,2019-12-10,Tuesday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2019-12-10,Tuesday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.00,CAD,68100671,buy shoes online,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots,0.00,CAD,76102640,mens boots,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens boots,0.00,CAD,92377050,womens boots,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.00,CAD,296828120153,footwear online,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,women shoes online,0.00,CAD,297426961836,women shoes online,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall fall boots,0.00,CAD,300522300697,tall fall boots,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens ankle boots,0.00,CAD,694473903,mens ankle boots,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.00,CAD,2641239074,winter ankle boots,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots,0.78,CAD,106902359,long boots,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies winter boots,0.00,CAD,445909458,ladies winter boots,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.78,CAD,2641239074,winter ankle boots,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,warm winter boots,0.78,CAD,295743757900,warm winter boots,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2019-12-11,Wednesday,"Week of Dec 9, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.00,CAD,68100671,buy shoes online,2019-12-12,Thursday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens boots,0.00,CAD,92377050,womens boots,2019-12-12,Thursday,"Week of Dec 9, 2019",0.00,4.62,2.31
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies boots,0.00,CAD,92377070,ladies boots,2019-12-12,Thursday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.00,CAD,296828120153,footwear online,2019-12-12,Thursday,"Week of Dec 9, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots sale,0.00,CAD,298615523497,long boots sale,2019-12-12,Thursday,"Week of Dec 9, 2019",0.00,1.54,1.54
