CPC Model
All Time
Campaign,Start date,End date,Campaign type,Search keyword,Keyword max CPC,Currency,Keyword ID,Keyword/Placement,Day,Day of week,Week,Search keyword max. CPM,Cost,Avg. CPC
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies boots,0.00,CAD,92377070,ladies boots,2019-10-25,Friday,"Week of Oct 21, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.00,CAD,94412584,boots online,2019-10-25,Friday,"Week of Oct 21, 2019",0.00,1.11,1.11
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots on sale,0.78,CAD,294934754826,mens boots on sale,2019-10-25,Friday,"Week of Oct 21, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,"mens leather boots""",0.00,CAD,831517214551,"mens leather boots""",2019-10-25,Friday,"Week of Oct 21, 2019",0.00,2.47,2.47
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-10-25,Friday,"Week of Oct 21, 2019",0.00,3.40,3.40
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens ankle boots,0.00,CAD,694473903,mens ankle boots,2019-10-25,Friday,"Week of Oct 21, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.00,CAD,2641239074,winter ankle boots,2019-10-25,Friday,"Week of Oct 21, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots sale,0.78,CAD,299213631534,mens winter boots sale,2019-10-25,Friday,"Week of Oct 21, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-10-25,Friday,"Week of Oct 21, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies winter boots,0.00,CAD,445909458,ladies winter boots,2019-10-25,Friday,"Week of Oct 21, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-10-26,Saturday,"Week of Oct 21, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots,0.00,CAD,11380721,winter boots,2019-10-26,Saturday,"Week of Oct 21, 2019",0.00,5.31,1.33
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens winter boots,0.00,CAD,109762897,womens winter boots,2019-10-26,Saturday,"Week of Oct 21, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies boots,0.00,CAD,92377070,ladies boots,2019-10-27,Sunday,"Week of Oct 21, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.00,CAD,94412584,boots online,2019-10-27,Sunday,"Week of Oct 21, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-10-27,Sunday,"Week of Oct 21, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots,0.00,CAD,11380721,winter boots,2019-10-27,Sunday,"Week of Oct 21, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens winter boots,0.00,CAD,109762897,womens winter boots,2019-10-27,Sunday,"Week of Oct 21, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.00,CAD,68100671,buy shoes online,2019-10-28,Monday,"Week of Oct 28, 2019",0.00,1.72,1.72
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots,0.00,CAD,76102640,mens boots,2019-10-28,Monday,"Week of Oct 28, 2019",0.00,1.08,1.08
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens boots,0.00,CAD,92377050,womens boots,2019-10-28,Monday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies boots,0.00,CAD,92377070,ladies boots,2019-10-28,Monday,"Week of Oct 28, 2019",0.00,0.81,0.81
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.00,CAD,94412584,boots online,2019-10-28,Monday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,booties for women,0.00,CAD,295101888182,booties for women,2019-10-28,Monday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens ankle boots,0.00,CAD,694473903,mens ankle boots,2019-10-28,Monday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots,0.00,CAD,11380721,winter boots,2019-10-28,Monday,"Week of Oct 28, 2019",0.00,9.41,0.94
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens winter boots,0.00,CAD,109762897,womens winter boots,2019-10-28,Monday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies winter boots,0.00,CAD,445909458,ladies winter boots,2019-10-28,Monday,"Week of Oct 28, 2019",0.00,0.77,0.77
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.78,CAD,2641239074,winter ankle boots,2019-10-28,Monday,"Week of Oct 28, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots,0.00,CAD,76102640,mens boots,2019-10-29,Tuesday,"Week of Oct 28, 2019",0.00,0.69,0.69
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,booties for women,0.00,CAD,295101888182,booties for women,2019-10-29,Tuesday,"Week of Oct 28, 2019",0.00,0.59,0.59
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens ankle boots,0.00,CAD,694473903,mens ankle boots,2019-10-29,Tuesday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens winter boots,0.00,CAD,109762897,womens winter boots,2019-10-29,Tuesday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies winter boots,0.00,CAD,445909458,ladies winter boots,2019-10-29,Tuesday,"Week of Oct 28, 2019",0.00,0.69,0.69
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,warm winter boots,0.78,CAD,295743757900,warm winter boots,2019-10-29,Tuesday,"Week of Oct 28, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,waterproof winter boots,0.00,CAD,302160065025,waterproof winter boots,2019-10-29,Tuesday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.00,CAD,68100671,buy shoes online,2019-10-30,Wednesday,"Week of Oct 28, 2019",0.00,0.92,0.92
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens boots,0.00,CAD,92377050,womens boots,2019-10-30,Wednesday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.00,CAD,94412584,boots online,2019-10-30,Wednesday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,booties for women,0.00,CAD,295101888182,booties for women,2019-10-30,Wednesday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-10-30,Wednesday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens ankle boots,0.00,CAD,694473903,mens ankle boots,2019-10-30,Wednesday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-10-30,Wednesday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies winter boots,0.00,CAD,445909458,ladies winter boots,2019-10-30,Wednesday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.78,CAD,2641239074,winter ankle boots,2019-10-30,Wednesday,"Week of Oct 28, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2019-10-30,Wednesday,"Week of Oct 28, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots,0.00,CAD,76102640,mens boots,2019-10-31,Thursday,"Week of Oct 28, 2019",0.00,0.83,0.83
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.00,CAD,296828120153,footwear online,2019-10-31,Thursday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-10-31,Thursday,"Week of Oct 28, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies winter boots,0.00,CAD,445909458,ladies winter boots,2019-10-31,Thursday,"Week of Oct 28, 2019",0.00,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear,0.01,CAD,10270901,footwear,2020-03-01,Sunday,"Week of Feb 24, 2020",0.01,7.03,0.39
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy boots,0.01,CAD,10530156,buy boots,2020-03-01,Sunday,"Week of Feb 24, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy sneakers,0.01,CAD,11665472,buy sneakers,2020-03-01,Sunday,"Week of Feb 24, 2020",0.01,1.02,1.02
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,winter boots,0.01,CAD,11876386,winter boots,2020-03-01,Sunday,"Week of Feb 24, 2020",0.01,1.11,1.11
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,winter boots women,0.01,CAD,12776793,winter boots women,2020-03-01,Sunday,"Week of Feb 24, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,womens boots,0.01,CAD,12944666,womens boots,2020-03-01,Sunday,"Week of Feb 24, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,ankle boots,0.01,CAD,13424956,ankle boots,2020-03-01,Sunday,"Week of Feb 24, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe stores,0.01,CAD,17112641,shoe stores,2020-03-01,Sunday,"Week of Feb 24, 2020",0.01,4.92,0.38
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes for women,0.01,CAD,17643093,shoes for women,2020-03-01,Sunday,"Week of Feb 24, 2020",0.01,2.44,1.22
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,ankle boots canada,0.01,CAD,489394163712,ankle boots canada,2020-03-01,Sunday,"Week of Feb 24, 2020",0.01,2.08,2.08
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots,0.78,CAD,10270951,boots,2020-03-02,Monday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,rieker shoes,0.00,CAD,124737316,rieker shoes,2020-03-02,Monday,"Week of Mar 2, 2020",0.00,1.09,0.27
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,shoes,0.78,CAD,10104310,shoes,2020-03-02,Monday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes,0.01,CAD,10104310,shoes,2020-03-02,Monday,"Week of Mar 2, 2020",0.01,12.06,0.67
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear,0.01,CAD,10270901,footwear,2020-03-02,Monday,"Week of Mar 2, 2020",0.01,7.38,0.43
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy boots,0.01,CAD,10530156,buy boots,2020-03-02,Monday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,winter boots women,0.01,CAD,12776793,winter boots women,2020-03-02,Monday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,ankle boots,0.01,CAD,13424956,ankle boots,2020-03-02,Monday,"Week of Mar 2, 2020",0.01,0.16,0.16
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe stores,0.01,CAD,17112641,shoe stores,2020-03-02,Monday,"Week of Mar 2, 2020",0.01,2.77,0.28
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe stores near me,0.01,CAD,297009568203,shoe stores near me,2020-03-02,Monday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,ankle boots canada,0.01,CAD,489394163712,ankle boots canada,2020-03-02,Monday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.78,CAD,13413436,boots online,2020-03-03,Tuesday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear,0.78,CAD,10270901,footwear,2020-03-03,Tuesday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear,0.01,CAD,10270901,footwear,2020-03-03,Tuesday,"Week of Mar 2, 2020",0.01,10.28,0.79
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy shoes,0.01,CAD,10520666,buy shoes,2020-03-03,Tuesday,"Week of Mar 2, 2020",0.01,0.31,0.31
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe stores,0.01,CAD,17112641,shoe stores,2020-03-03,Tuesday,"Week of Mar 2, 2020",0.01,8.19,0.51
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.78,CAD,10900351,buy shoes online,2020-03-04,Wednesday,"Week of Mar 2, 2020",0.01,0.80,0.40
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.78,CAD,13413586,footwear online,2020-03-04,Wednesday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.78,CAD,11671422,mens winter boots,2020-03-04,Wednesday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,shoes,0.78,CAD,10104310,shoes,2020-03-04,Wednesday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes,0.01,CAD,10104310,shoes,2020-03-04,Wednesday,"Week of Mar 2, 2020",0.01,15.78,0.79
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy shoes,0.01,CAD,10520666,buy shoes,2020-03-04,Wednesday,"Week of Mar 2, 2020",0.01,1.37,0.68
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy boots,0.01,CAD,10530156,buy boots,2020-03-04,Wednesday,"Week of Mar 2, 2020",0.01,0.29,0.29
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,winter boots,0.01,CAD,11876386,winter boots,2020-03-04,Wednesday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,winter boots women,0.01,CAD,12776793,winter boots women,2020-03-04,Wednesday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe stores,0.01,CAD,17112641,shoe stores,2020-03-04,Wednesday,"Week of Mar 2, 2020",0.01,9.07,0.57
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.78,CAD,10900351,buy shoes online,2020-03-05,Thursday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.78,CAD,13413586,footwear online,2020-03-05,Thursday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear,0.78,CAD,10270901,footwear,2020-03-05,Thursday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots,0.78,CAD,10270951,boots,2020-03-05,Thursday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes,0.01,CAD,10104310,shoes,2020-03-05,Thursday,"Week of Mar 2, 2020",0.01,15.49,0.82
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear,0.01,CAD,10270901,footwear,2020-03-05,Thursday,"Week of Mar 2, 2020",0.01,9.09,0.53
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy shoes,0.01,CAD,10520666,buy shoes,2020-03-05,Thursday,"Week of Mar 2, 2020",0.01,1.48,1.48
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy boots,0.01,CAD,10530156,buy boots,2020-03-05,Thursday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,ankle boots,0.01,CAD,13424956,ankle boots,2020-03-05,Thursday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes for women,0.01,CAD,17643093,shoes for women,2020-03-05,Thursday,"Week of Mar 2, 2020",0.01,1.51,0.50
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,ladies winter boots,0.01,CAD,35899876,ladies winter boots,2020-03-05,Thursday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe stores near me,0.01,CAD,297009568203,shoe stores near me,2020-03-05,Thursday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,ankle boots canada,0.01,CAD,489394163712,ankle boots canada,2020-03-05,Thursday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.78,CAD,13413436,boots online,2020-03-06,Friday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.78,CAD,13413586,footwear online,2020-03-06,Friday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear,0.78,CAD,10270901,footwear,2020-03-06,Friday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes,0.01,CAD,10104310,shoes,2020-03-06,Friday,"Week of Mar 2, 2020",0.01,29.57,1.48
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear,0.01,CAD,10270901,footwear,2020-03-06,Friday,"Week of Mar 2, 2020",0.01,8.90,0.89
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,winter boots,0.01,CAD,11876386,winter boots,2020-03-06,Friday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,womens boots,0.01,CAD,12944666,womens boots,2020-03-06,Friday,"Week of Mar 2, 2020",0.01,0.28,0.28
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes for women,0.01,CAD,17643093,shoes for women,2020-03-06,Friday,"Week of Mar 2, 2020",0.01,3.42,0.86
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots,0.78,CAD,10270951,boots,2020-03-07,Saturday,"Week of Mar 2, 2020",0.01,0.93,0.93
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.78,CAD,10900351,buy shoes online,2020-03-07,Saturday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,women shoes online,0.78,CAD,32676053,women shoes online,2020-03-07,Saturday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots,0.78,CAD,10270951,boots,2020-03-07,Saturday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,footwear,0.01,CAD,10270901,footwear,2020-03-07,Saturday,"Week of Mar 2, 2020",0.01,7.35,0.74
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy boots,0.01,CAD,10530156,buy boots,2020-03-07,Saturday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,ankle boots,0.01,CAD,13424956,ankle boots,2020-03-07,Saturday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe stores,0.01,CAD,17112641,shoe stores,2020-03-07,Saturday,"Week of Mar 2, 2020",0.01,6.52,0.47
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoes for women,0.01,CAD,17643093,shoes for women,2020-03-07,Saturday,"Week of Mar 2, 2020",0.01,4.05,0.58
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.78,CAD,13413586,footwear online,2020-03-08,Sunday,"Week of Mar 2, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,rieker,0.78,CAD,92800640,rieker,2020-03-08,Sunday,"Week of Mar 2, 2020",0.01,0.24,0.12
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,rieker shoes,0.00,CAD,124737316,rieker shoes,2020-03-08,Sunday,"Week of Mar 2, 2020",0.00,0.61,0.30
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear,0.78,CAD,10270901,footwear,2020-03-08,Sunday,"Week of Mar 2, 2020",0.01,0.48,0.48
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots,0.78,CAD,10270951,boots,2020-03-08,Sunday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy boots,0.01,CAD,10530156,buy boots,2020-03-08,Sunday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy sneakers,0.01,CAD,11665472,buy sneakers,2020-03-08,Sunday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,winter boots,0.01,CAD,11876386,winter boots,2020-03-08,Sunday,"Week of Mar 2, 2020",0.01,0.47,0.47
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,winter boots women,0.01,CAD,12776793,winter boots women,2020-03-08,Sunday,"Week of Mar 2, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,womens boots,0.01,CAD,12944666,womens boots,2020-03-08,Sunday,"Week of Mar 2, 2020",0.01,0.84,0.84
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,ankle boots,0.01,CAD,13424956,ankle boots,2020-03-08,Sunday,"Week of Mar 2, 2020",0.01,0.64,0.64
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.78,CAD,13413436,boots online,2020-03-09,Monday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.78,CAD,13413586,footwear online,2020-03-09,Monday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,rieker,0.78,CAD,92800640,rieker,2020-03-09,Monday,"Week of Mar 9, 2020",0.01,0.41,0.41
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear,0.78,CAD,10270901,footwear,2020-03-09,Monday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy shoes,0.01,CAD,10520666,buy shoes,2020-03-09,Monday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,sneaker stores,0.01,CAD,11663182,sneaker stores,2020-03-09,Monday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy sneakers,0.01,CAD,11665472,buy sneakers,2020-03-09,Monday,"Week of Mar 9, 2020",0.01,0.44,0.44
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,womens boots,0.01,CAD,12944666,womens boots,2020-03-09,Monday,"Week of Mar 9, 2020",0.01,3.68,1.23
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,ankle boots,0.01,CAD,13424956,ankle boots,2020-03-09,Monday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe shops online,0.01,CAD,48786850,shoe shops online,2020-03-09,Monday,"Week of Mar 9, 2020",0.01,0.00,0.00
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,online shoe shopping canada,0.01,CAD,1755461065,online shoe shopping canada,2020-03-09,Monday,"Week of Mar 9, 2020",0.01,1.84,1.84
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,shoe the shop,0.01,CAD,11495579855,shoe the shop,2020-03-09,Monday,"Week of Mar 9, 2020",0.01,0.19,0.19
Search Ads-Summer-Shoes,2020-02-22, --,Search Only,buy booties,0.01,CAD,295943852774,buy booties,2020-03-09,Monday,"Week of Mar 9, 2020",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots,0.78,CAD,10270951,boots,2020-03-10,Tuesday,"Week of Mar 9, 2020",0.01,6.07,0.87
